run_id,tick,y,score,judgeable,alarm_q01
F-degrade-s2-s3-s3004-r1,53,0,-0.3558072145079231,True,False
F-degrade-s2-s3-s3004-r1,54,0,-0.36088581890736776,True,False
F-degrade-s2-s3-s3004-r1,55,0,-0.3562142285510499,True,False
F-degrade-s2-s3-s3004-r1,56,0,-0.35561230898320145,True,False
F-degrade-s2-s3-s3004-r1,57,0,-0.3659657685031954,True,False
F-degrade-s2-s3-s3004-r1,58,0,-0.37013038331928416,True,False
F-degrade-s2-s3-s3004-r1,59,0,-0.36029177427487263,True,False
F-flood-h1_to_srv1-s3005-r1,1,0,,False,False
F-flood-h1_to_srv1-s3005-r1,2,0,-0.3642184053267113,True,False
F-flood-h1_to_srv1-s3005-r1,3,0,-0.36136660844549584,True,False
F-flood-h1_to_srv1-s3005-r1,4,0,-0.3677842500813849,True,False
F-flood-h1_to_srv1-s3005-r1,5,0,-0.37079809084886983,True,False
F-flood-h1_to_srv1-s3005-r1,6,0,-0.36907313445388124,True,False
F-flood-h1_to_srv1-s3005-r1,7,0,-0.36004336998150793,True,False
F-flood-h1_to_srv1-s3005-r1,8,0,-0.36397231777569045,True,False
F-flood-h1_to_srv1-s3005-r1,9,0,-0.3585392253640538,True,False
F-flood-h1_to_srv1-s3005-r1,10,0,-0.3730342105728466,True,False
F-flood-h1_to_srv1-s3005-r1,11,0,-0.39537282054855255,True,False
F-flood-h1_to_srv1-s3005-r1,12,0,-0.38264016310947657,True,False
F-flood-h1_to_srv1-s3005-r1,13,0,-0.35805196269414324,True,False
F-flood-h1_to_srv1-s3005-r1,14,0,-0.38849180939662425,True,False
F-flood-h1_to_srv1-s3005-r1,15,0,-0.3739400149702434,True,False
F-flood-h1_to_srv1-s3005-r1,16,0,-0.3620190478164056,True,False
F-flood-h1_to_srv1-s3005-r1,17,0,-0.36680201384530603,True,False
F-flood-h1_to_srv1-s3005-r1,18,0,-0.368692931166841,True,False
F-flood-h1_to_srv1-s3005-r1,19,0,-0.3627796780817137,True,False
F-flood-h1_to_srv1-s3005-r1,20,0,-0.3914813574183176,True,False
F-flood-h1_to_srv1-s3005-r1,21,1,-0.6248945341389913,True,False
F-flood-h1_to_srv1-s3005-r1,22,1,-0.6270635108168536,True,False
F-flood-h1_to_srv1-s3005-r1,23,1,-0.4849724173149347,True,False
F-flood-h1_to_srv1-s3005-r1,24,1,-0.47978631067119853,True,False
F-flood-h1_to_srv1-s3005-r1,25,1,-0.4914520874437426,True,False
F-flood-h1_to_srv1-s3005-r1,26,1,-0.5270622287598775,True,False
F-flood-h1_to_srv1-s3005-r1,27,1,-0.5049576768655512,True,False
F-flood-h1_to_srv1-s3005-r1,28,1,-0.5501244663105209,True,False
F-flood-h1_to_srv1-s3005-r1,29,1,-0.5444771367715014,True,False
F-flood-h1_to_srv1-s3005-r1,30,1,-0.5203551192357124,True,False
F-flood-h1_to_srv1-s3005-r1,31,1,-0.5223614620936348,True,False
F-flood-h1_to_srv1-s3005-r1,32,1,-0.5056086844005782,True,False
F-flood-h1_to_srv1-s3005-r1,33,1,-0.5112247450412797,True,False
F-flood-h1_to_srv1-s3005-r1,34,1,-0.49796389895490667,True,False
F-flood-h1_to_srv1-s3005-r1,35,1,-0.5128165214327282,True,False
F-flood-h1_to_srv1-s3005-r1,36,1,-0.503780271856584,True,False
F-flood-h1_to_srv1-s3005-r1,37,1,-0.5028772396973186,True,False
F-flood-h1_to_srv1-s3005-r1,38,1,-0.5071102702263466,True,False
F-flood-h1_to_srv1-s3005-r1,39,1,-0.508119519462549,True,False
F-flood-h1_to_srv1-s3005-r1,40,1,-0.5127664297442162,True,False
